Date,priceUSD,size,sentbyaddress,transactions,mining_profitability,sentinusd,transactionfees,median_transaction_fee,confirmationtime,marketcap,transactionvalue,mediantransactionvalue,tweets,google_trends,fee_to_reward,activeaddresses,top100cap
12/2/2016,767.657,976486,463630,315335,0.747,1202528651,0.294,0.158,10.07,12286801264,4340,119.487,20335,12.673,6.323,629587,18.639
12/3/2016,764.483,880779,405280,287816,0.757,706887564,0.269,0.153,8.372,12237377113,3275,107.46,16186,11.303,4.495,612406,18.597
12/4/2016,764.011,856916,343309,245502,0.633,580396311,0.288,0.153,9.73,12231463638,2846,105.056,16345,10.961,4.771,575641,18.6
12/5/2016,754.931,882605,404382,277849,0.703,1119600647,0.288,0.154,9.474,12087489429,4671,127.293,18558,11.988,5.293,604251,18.583
12/6/2016,755.702,962678,444845,319612,0.735,1072859138,0.282,0.156,9.6,12101265178,3900,120.761,20236,11.646,5.993,671328,18.591
12/7/2016,760.565,884110,432026,310580,0.742,981214929,0.263,0.152,8.276,12180569813,3795,121.643,21592,11.988,4.716,643398,18.603
12/8/2016,766.652,850095,393875,282554,0.652,905132564,0.261,0.153,9.172,12279720212,3862,129.39,21302,11.646,4.677,578224,18.582
12/9/2016,768.494,930241,380030,268680,0.672,944138969,0.275,0.154,10.667,12310726012,4360,125.799,19749,10.961,5.401,539503,18.589
12/10/2016,771.991,898399,354257,250109,0.708,732875651,0.268,0.154,10.909,12368057857,3609,109.634,18331,10.618,5.003,488574,18.56
12/11/2016,767.304,683957,328201,229746,0.801,634088813,0.256,0.144,7.701,12294224569,3547,99.719,16070,10.961,3.179,495466,18.553
12/12/2016,774.371,805932,379861,268506,0.647,991127795,0.269,0.147,9.231,12409263874,4876,127.861,18775,11.646,4.561,532703,18.524
12/13/2016,777.648,814819,401327,291579,0.74,986980635,0.26,0.156,8.09,12463300890,4171,119.913,20749,11.646,4.207,564772,18.517
12/14/2016,776.714,901545,392476,286189,0.642,1090672647,0.257,0.155,10.36,12450063290,4489,116.1,21101,11.988,5.177,535625,18.529
12/15/2016,776.708,955343,386852,282558,0.652,1373876558,0.276,0.158,11.339,12451306572,5623,128.09,19341,11.988,5.953,534271,18.533
12/16/2016,779.035,966534,387503,279228,0.674,1262955098,0.272,0.16,10.827,12489847257,5251,120.52,19242,11.988,5.547,558336,18.52
12/17/2016,786.632,816951,347560,237986,0.746,834100450,0.269,0.157,10,12612961543,4368,107.405,18364,11.646,4.327,507908,18.519
12/18/2016,787.662,861334,324714,235648,0.604,848359204,0.27,0.158,10.213,12630889043,4713,123.149,18930,10.961,4.387,467400,18.486
12/19/2016,789.416,914692,392929,281978,0.699,1012685303,0.291,0.158,9.536,12660420606,5178,142.259,25718,12.331,5.223,569466,18.483
12/20/2016,789.909,970297,399968,296335,0.663,1133501364,0.272,0.158,10.435,12669809799,5165,135.759,22945,11.646,5.582,581498,18.439
12/21/2016,811.021,963883,427239,325518,0.736,1986174430,0.286,0.162,9.057,13009832007,7100,137.071,25531,15.071,5.469,620386,18.394
12/22/2016,852.382,919753,419953,314485,0.721,1461659598,0.288,0.17,9.057,13675021187,6660,143.285,27288,18.154,5.074,605495,18.422
12/23/2016,894.707,887907,406733,304845,0.758,1722688843,0.295,0.167,9.474,14355822839,7725,154.373,29448,21.236,5.026,561045,18.382
12/24/2016,897.765,854807,328258,240683,0.74,981257022,0.312,0.18,10.511,14406590528,5688,133.635,22045,16.441,4.656,481373,18.377
12/25/2016,871.821,648043,267650,197199,0.776,717317516,0.274,0.158,8.727,13991763192,4877,126.463,17925,16.784,2.918,411608,18.511
12/26/2016,896.85,855780,339076,244772,0.682,1007926551,0.322,0.179,10.141,14395304821,5537,162.543,19894,15.756,4.725,535596,18.535
12/27/2016,911.027,876556,402454,296390,0.83,1170414028,0.306,0.182,9.231,14624470401,6885,159.553,22525,16.441,4.859,575134,18.538
12/28/2016,950.293,868397,413366,305230,0.806,1278359909,0.325,0.19,8.78,15256653605,6419,167.849,24151,19.524,4.846,556252,18.553
12/29/2016,965.624,940315,410968,304455,0.792,1289635710,0.34,0.193,9.6,15504767388,5645,165.106,22502,18.154,5.412,574261,18.548
12/30/2016,950.955,871625,394110,286661,0.802,1490135455,0.333,0.19,9.172,15271009245,7317,156.321,18971,18.154,4.866,574927,18.481
12/31/2016,952.778,803833,349224,250125,0.726,947360373,0.314,0.174,9.73,15302156774,5247,143.503,18483,14.043,4.263,521814,18.557
1/1/2017,970.988,698457,259213,180346,0.814,819640395,0.35,0.176,9.231,15596414034,5828,145.454,21071,15.348,3.232,423375,18.573
1/2/2017,1010,944795,396545,290792,0.927,1198701562,0.392,0.204,9.057,16221390111,5552,148.871,26461,26.119,5.377,600708,18.607
1/3/2017,1017,906491,402631,301500,0.829,1589854908,0.396,0.203,8.78,16341508214,6573,155.286,27269,24.111,5.424,545102,18.661
1/4/2017,1075,985980,430480,328489,0.933,1865216888,0.633,0.243,9.412,17268680621,8114,175.91,31611,27.987,9.185,584414,18.664
1/5/2017,1045,984114,389602,288361,0.779,2289995037,0.417,0.236,10.286,16789072075,10856,208.689,33407,33.725,6.169,549210,18.684
1/6/2017,927.984,984248,440939,346244,0.849,1694100500,0.342,0.21,8.944,14914627607,8305,155.765,29065,28.983,5.972,636009,18.531
1/7/2017,865.388,987163,379193,281922,0.669,1190388810,0.326,0.196,10.435,13910322895,6632,136.379,22717,24.453,5.809,575818,18.567
1/8/2017,908.784,810337,343168,259934,0.847,800167027,0.319,0.185,8.623,14609443558,5866,141.378,19595,21.574,4.19,517117,18.594
1/9/2017,890.728,922920,367296,269811,0.636,1281372176,0.337,0.201,10.588,14321031800,6912,177.717,23277,20.915,5.665,513475,18.552
1/10/2017,899.089,959638,407597,323728,0.851,1325642617,0.333,0.203,9,14456981527,6547,140.865,22918,18.725,5.66,589739,18.553
1/11/2017,843.358,922933,380784,302905,0.621,2778096735,0.311,0.191,9.412,13562544471,11077,169.484,29228,21.916,5.527,525287,18.516
1/12/2017,781.292,801596,377809,294953,0.652,1728399561,0.279,0.177,8.372,12565911783,9502,152.864,30387,23.089,4.68,525778,18.517
1/13/2017,805.197,840405,365999,272597,0.552,1390057677,0.287,0.182,9.6,12952126834,7045,153.086,28785,18.549,4.921,513655,18.54
1/14/2017,825.581,742684,334497,242097,0.705,717318096,0.296,0.168,8.372,13281564520,5109,122.198,22367,17.537,3.886,487220,18.46
1/15/2017,816.142,676985,314063,235832,0.628,774634485,0.285,0.165,8.623,13131466252,5963,104.056,22232,16.022,3.792,475729,18.402
1/16/2017,825.861,758252,367948,267471,0.64,1066116523,0.32,0.179,8.521,13289558721,6440,137.454,24103,16.001,4.68,513070,18.399
1/17/2017,873.162,900159,393957,292539,0.682,1302808661,0.327,0.197,9.114,14052570217,6891,137.215,25648,17.858,5.251,551064,18.393
1/18/2017,882.986,893760,391027,296950,0.648,1114725580,0.321,0.2,9.6,14212417051,5762,133.1,26491,16.681,5.446,574624,18.33
1/19/2017,890.236,834286,406163,300431,0.764,1035302176,0.333,0.193,8.276,14330784424,7709,146.567,27848,15.508,4.916,620881,18.333
1/20/2017,892.331,722190,405636,298188,0.744,1036191615,0.314,0.183,7.619,14366443695,7739,142.503,23365,15.508,4.252,587282,18.327
1/21/2017,914.851,693006,368564,263381,0.678,812692436,0.329,0.186,7.956,14731178984,5319,123.541,20833,15.005,4.016,552658,18.328
1/22/2017,920.879,674477,324774,236712,0.701,738436762,0.339,0.187,8.276,14830326382,4410,119.323,20816,14.663,3.854,495222,18.35
1/23/2017,918.084,908601,330969,235392,0.531,997292234,0.425,0.216,10.435,14787301874,5962,157.821,24809,14.844,5.947,550007,18.361
1/24/2017,906.179,973575,396929,278028,0.671,1189700728,0.467,0.227,9.664,14597120437,6369,141.264,28304,15,7.142,603034,18.286
1/25/2017,894.156,987758,406300,304578,0.618,1205996705,0.396,0.217,9.664,14405123941,5662,132.279,27278,15.84,6.762,614252,18.263
1/26/2017,903.996,993055,412661,313600,0.605,914117069,0.356,0.215,9.29,14565329736,6121,120.245,24366,13.988,5.998,627055,18.255
1/27/2017,914.645,837597,371316,263162,0.634,837700846,0.396,0.21,8.471,14738669922,6250,136.938,23178,14.502,5.097,605182,18.267
1/28/2017,916.865,877383,356486,246243,0.593,650572939,0.456,0.22,9.474,14776395334,4645,117.814,21300,14.175,6.062,555265,18.263
1/29/2017,915.551,862409,338104,241460,0.666,683233304,0.454,0.223,8.623,14756965572,5209,105.174,20789,13.656,5.433,566127,18.269
1/30/2017,915.703,955029,356888,247264,0.577,895939277,0.501,0.241,10,14761332072,5469,171.605,27170,13.474,6.988,545227,18.268
1/31/2017,937.573,959463,426727,307538,0.633,1126044905,0.444,0.275,9.931,15115565716,5457,154.97,23711,15.01,7.442,569731,18.264
2/1/2017,969.061,962207,473198,350368,0.725,1274738598,0.428,0.246,7.5,15624956141,5743,130.294,22600,15.935,6.067,675244,18.323
2/2/2017,989.036,913874,364192,259402,0.587,1199796725,0.543,0.297,9.172,15949416372,7053,181.883,23547,16.599,6.765,583892,18.32
2/3/2017,1009,970736,451226,323414,0.774,1949525972,0.507,0.311,9.664,16271270696,7600,159.6,26694,16.931,8.025,606928,18.278
2/4/2017,1014,952073,399400,284634,0.627,1138595782,0.494,0.29,10,16349937403,7563,158.833,27112,15.271,7.155,592108,18.277
2/5/2017,1016,957862,398570,291942,0.686,1016020090,0.474,0.291,9.057,16396973092,6261,135.806,23530,15.271,6.416,571232,18.266
2/6/2017,1017,979118,339086,229902,0.581,1205140767,0.685,0.347,11.52,16408701572,7422,249.089,29026,15.935,9.026,556820,18.224
2/7/2017,1038,945598,441413,325117,0.77,1381628988,0.545,0.322,9.536,16744558843,6502,155.455,30138,15.271,8.3,629062,18.202
2/8/2017,1049,961046,406909,308170,0.641,1353749829,0.535,0.332,9.863,16930417043,6666,188.52,26445,17.263,7.931,594709,18.137
2/9/2017,1020,955947,451656,346375,0.701,1479234528,0.513,0.317,8.521,16454887273,9404,153.861,27886,19.919,7.621,641833,18.121
2/10/2017,973.244,967462,404053,301642,0.592,1112355337,0.451,0.302,9.796,15709348933,8848,164.086,26096,17.263,7.072,574235,18.127
2/11/2017,1003,963578,362813,262547,0.612,771912087,0.447,0.292,10.36,16194914485,5412,133.557,26759,16.267,6.316,546267,18.162
2/12/2017,999.914,872376,325382,237604,0.635,602112642,0.431,0.271,10.286,16143397237,4018,132.789,27211,14.275,5.537,476601,18.165
2/13/2017,994.654,910379,395619,288127,0.672,1008738049,0.472,0.276,8.834,16060221962,5486,169.784,24621,14.607,6.294,557770,18.087
2/14/2017,1003,884650,420532,314915,0.613,1164223102,0.449,0.287,8.521,16190724580,6123,173.233,27568,14.275,6.26,591792,18.093
2/15/2017,1006,940005,397096,294647,0.614,1057925375,0.458,0.302,10.36,16250663238,5971,176.816,26945,14.607,7.166,564627,18.064
2/16/2017,1023,973865,390306,283052,0.676,1059305949,0.614,0.341,9.536,16524048185,10824,202.26,24357,14.939,8.261,556662,18.091
2/17/2017,1043,968992,431017,319616,0.689,1335081779,0.541,0.336,9.536,16849981675,8159,178.697,26355,15.271,8.08,605463,18.079
2/18/2017,1056,961896,394704,285992,0.649,894370365,0.562,0.334,9.536,17064121592,4620,135.173,21344,15.935,7.467,611856,18.086
2/19/2017,1049,930799,356466,251587,0.592,1108036470,0.54,0.332,10.746,16956866591,5913,148.063,19946,13.943,7.177,516961,18.069
2/20/2017,1052,951246,399042,282580,0.707,1076054047,0.595,0.339,9.73,17003831456,5807,198.214,26113,15.935,7.96,569795,18.056
2/21/2017,1095,949585,395030,278952,0.663,1160903161,0.651,0.379,10.435,17690862303,6877,228.801,25187,17.927,8.774,588449,18.06
2/22/2017,1114,977077,395075,282056,0.693,1329537321,0.719,0.453,10.435,18010856917,10108,222.979,26751,17.927,9.55,557307,18.062
2/23/2017,1140,960629,444217,325763,0.786,1550419961,0.74,0.477,9.6,18421836993,11688,189.801,27929,19.255,10.147,599019,18.086
2/24/2017,1178,971096,467359,343642,0.757,1552538360,0.777,0.479,8.834,19045217093,6575,184.681,37286,23.57,10.017,667890,18.027
2/25/2017,1163,966249,428831,326354,0.732,1001553493,0.682,0.421,8.623,18809917556,4389,121.693,24005,19.919,8.399,610532,18.049
2/26/2017,1160,921668,357804,265025,0.721,816035469,0.705,0.419,8.09,18750778050,4926,144.435,27326,16.599,6.759,592232,18.057
2/27/2017,1181,945066,390640,284411,0.656,1325071210,0.812,0.52,10,19107966740,7807,218.295,24703,17.927,9.796,556794,18.097
2/28/2017,1190,968151,432265,325261,0.783,1427408606,0.832,0.534,9.412,19248504379,7145,225.76,23501,17.927,10.63,604428,18.099
3/1/2017,1203,979063,421059,315739,0.739,1533409909,0.875,0.544,10,19460201961,9495,241.898,25248,20.251,11.317,590693,18.079
3/2/2017,1237,955529,446163,329271,0.81,2141628322,0.948,0.56,9.172,20012864163,10294,254.02,28277,23.57,11.393,610153,18.138
3/3/2017,1270,985207,453959,337159,0.853,2019039106,0.978,0.631,9.536,20547230177,17161,253.336,31848,31.538,12.099,641410,18.163
3/4/2017,1271,985821,380413,265648,0.69,1426318025,1.054,0.616,10.909,20563806849,9513,218.562,24535,23.902,11.784,529068,18.257
3/5/2017,1261,983218,390183,280592,0.813,1133127583,0.974,0.57,9.796,20414385332,5534,152.111,22507,21.247,10.554,612220,18.265
3/6/2017,1273,965450,418081,287589,0.781,1774846165,1.058,0.642,10.141,20607303387,8471,268.256,29476,21.247,11.871,563092,18.262
3/7/2017,1252,974779,453269,327749,0.81,1772966162,1.03,0.626,9.412,20261708955,8012,212.103,31214,22.243,12.367,651489,18.285
3/8/2017,1196,979344,413986,296966,0.684,1631716437,0.942,0.551,10.141,19368879969,10156,180.149,28463,24.566,11.641,626813,18.288
3/9/2017,1175,991715,422613,303484,0.736,1476018741,0.916,0.547,9.73,19025747462,22060,176.201,29362,22.575,11.347,622875,18.31
3/10/2017,1202,991738,431769,308326,0.766,1688081895,1.005,0.598,9.231,19464088279,10720,215.703,36952,31.206,11.687,649333,18.323
3/11/2017,1168,997493,400526,280532,0.725,1393498772,0.906,0.569,9.664,18912754244,6866,144.995,30193,27.222,10.469,603874,18.33
3/12/2017,1195,960064,323614,220955,0.7,1041909951,1.031,0.579,9.29,19348017284,6487,163.177,26226,19.919,8.963,507337,18.336
3/13/2017,1229,982789,398069,272934,0.709,1768314853,0.994,0.611,9.931,19905337461,9400,220.981,27414,21.579,10.862,582164,18.358
3/14/2017,1239,962366,436205,310239,0.804,2168348323,1.024,0.616,9.231,20070285780,10786,198.006,27110,19.587,11.631,669199,18.284
3/15/2017,1248,983901,413491,292292,0.744,1793534948,1.008,0.62,10.141,20214072243,9702,236.63,25560,19.587,11.752,620597,18.28
3/16/2017,1218,988177,465178,326881,0.791,2865065032,0.986,0.606,9.412,19741170730,12352,241.894,26412,19.919,12.157,410410,18.266
3/17/2017,1131,995466,416777,292042,0.655,2382146218,0.947,0.562,9.351,18333517445,12087,277.082,28612,20.915,11.279,662121,18.286
3/18/2017,1039,941963,386215,263373,0.584,1632960272,0.856,0.517,9.172,16841061541,10342,197.31,25964,23.57,9.964,647693,18.395
3/19/2017,1014,888973,382307,269171,0.655,1258133462,0.797,0.504,8.727,16431107886,23940,146.219,26859,20.915,9.311,617858,18.42
3/20/2017,1039,977304,395003,276897,0.578,1530077693,0.905,0.519,10.588,16840291012,12360,221.193,30480,21.247,12.429,250634,18.401
3/21/2017,1089,981921,421186,287913,0.658,1873411154,0.94,0.544,10.141,17653735391,23443,217.211,29659,20.251,12.292,617255,18.309
3/22/2017,1062,982014,447372,316434,0.68,2041332937,0.892,0.528,9.057,17226596262,17585,184.925,32507,20.915,11.803,676136,18.242
3/23/2017,1043,965006,418503,287723,0.611,1801909119,0.856,0.519,9.73,16921763731,8622,208.156,39969,19.587,11.319,598006,18.296
3/24/2017,997.754,869855,422235,289345,0.618,3130099084,0.798,0.496,8.182,16183495361,13359,230.63,30279,18.923,9.528,645206,18.309
3/25/2017,934.795,939842,379755,242842,0.463,2567075437,0.701,0.423,10.827,15164352853,12926,192.866,29728,21.247,9.872,558708,18.063
3/26/2017,973.897,674712,350315,219338,0.625,1110962659,0.678,0.437,8.727,15800310659,7769,177.666,23985,17.595,6.93,533165,18.109
3/27/2017,1003,900867,361901,232159,0.508,1594759839,0.842,0.453,10.909,16278794753,10093,255.024,25216,19.255,10.567,513215,18.072
3/28/2017,1045,985601,437168,293846,0.646,1663165401,0.829,0.472,9.29,16958077968,8287,204.765,26462,17.927,10.749,688370,18.132
3/29/2017,1036,973087,420144,283793,0.596,1427504022,0.777,0.465,10.435,16806596471,6606,182.979,24593,17.927,10.993,599767,18.114
3/30/2017,1037,962467,410501,288624,0.63,1519871004,0.731,0.422,8.78,16831672481,7771,208.167,25723,16.931,9.031,643514,18.094
3/31/2017,1057,960445,400959,259268,0.549,2011134476,0.886,0.474,10.667,17154803015,14560,230.689,24542,16.599,11.412,564448,18.21
4/1/2017,1083,967072,396477,255739,0.596,1284074108,0.807,0.441,10.909,17581005108,12102,162.191,21680,16.762,10.362,605586,18.193
4/2/2017,1090,824191,375677,244045,0.638,1273797523,0.807,0.436,9.114,17694484916,17971,161.862,21011,15.932,8.389,599975,18.154
4/3/2017,1132,878204,431305,287965,0.661,1790346984,0.869,0.454,8.182,18382323349,16357,215.441,25315,17.726,9.135,669406,18.154
4/4/2017,1142,977778,399874,255890,0.554,1769125125,0.894,0.465,11.52,18554678016,11050,228.031,26979,18.069,11.368,587885,18.128
4/5/2017,1128,966776,459413,316393,0.707,1689566642,0.843,0.46,8.889,18327321689,8180,195.696,28967,17.083,10.454,668462,18.169
4/6/2017,1164,977662,438907,290318,0.643,1665393571,0.889,0.479,9.796,18903539413,8191,204.609,28251,17.239,10.772,635050,18.163
4/7/2017,1189,977503,434026,295301,0.712,1584449062,0.906,0.494,8.889,19315840689,23719,216.806,29445,17.239,10.011,643828,18.16
4/8/2017,1188,974347,364889,226822,0.564,1029676284,0.899,0.438,10.511,19299053650,51509,157.236,23272,17.405,9.113,557779,18.205
4/9/2017,1194,925379,365361,238127,0.688,1089613451,0.843,0.432,9.057,19402903112,7573,127.835,22661,16.585,7.801,587557,18.191
4/10/2017,1208,917483,424790,273237,0.672,1634165594,0.872,0.483,9.796,19639720483,9230,197.773,26562,17.737,9.699,597574,18.162
4/11/2017,1213,962749,459567,307726,0.695,1733576692,0.892,0.494,8.623,19720934885,7975,210.667,28441,18.722,9.787,675469,18.146
4/12/2017,1218,982484,436876,277951,0.639,1812824235,0.93,0.502,10.141,19805927919,9059,204.019,29250,17.892,10.681,613209,18.143
4/13/2017,1191,972897,365435,228552,0.601,1676338629,1.129,0.497,11.339,19362672100,11160,221.148,27278,17.892,12.015,550895,18.105
4/14/2017,1185,995026,435892,290069,0.708,1897387422,0.962,0.533,10.36,19266019227,9046,168.935,25953,15.932,11.94,637706,18.082
4/15/2017,1188,991618,405564,270555,0.639,1325055789,0.885,0.477,9.6,19319415901,7063,152.722,22135,15.279,9.711,616837,18.128
4/16/2017,1188,927336,329440,211683,0.618,1195365427,0.891,0.436,9.863,19314300593,10723,156.9,23562,15.766,8.013,528726,18.11
4/17/2017,1190,930704,373902,245046,0.602,1724448524,0.878,0.484,10.435,19362983229,11903,197.795,28015,16.751,9.488,534542,18.08
4/18/2017,1218,955457,443758,302945,0.698,2084516763,0.885,0.501,9.863,19809466855,9867,230.89,28770,18.877,10.772,305264,18.067
4/19/2017,1217,984130,448865,309961,0.645,1616885612,0.822,0.495,10.07,19792454354,8537,187.898,26629,17.903,10.496,0,18.065
4/20/2017,1233,973907,397436,267777,0.659,1855260891,1.052,0.557,10.435,20060736057,10227,226.405,29974,17.073,11.697,0,18.063
4/21/2017,1256,975856,483146,330187,0.737,1698514406,0.93,0.517,8.623,20444896871,8893,181.056,28206,16.751,10.485,0,17.968
4/22/2017,1252,972950,408680,268567,0.63,1309471624,0.841,0.496,9.931,20373652965,8132,179.453,27203,16.751,9.054,597061,17.892
4/23/2017,1252,947548,374157,244886,0.666,1268421407,0.868,0.509,9.412,20378874899,8058,183.247,25203,15.766,8.154,552828,17.911
4/24/2017,1257,963007,360723,222547,0.565,1750075290,1.062,0.566,11.613,20466751914,10957,256.836,29644,17.073,10.82,535749,17.891
4/25/2017,1269,965927,474491,325239,0.807,3072052002,1.059,0.634,9.73,20649967098,12666,254.268,33008,18.38,12.808,617338,17.9
4/26/2017,1293,971772,479347,334318,0.709,2221829054,0.982,0.592,9.412,21050848555,9390,220.835,29463,20.527,11.722,657283,17.857
4/27/2017,1318,967535,444591,297737,0.715,2563563918,1.136,0.653,9.796,21468187014,11669,269.097,32051,20.693,12.252,586559,17.76
4/28/2017,1326,996592,463942,305135,0.717,2161499865,1.085,0.659,10.588,21598173028,10661,268.952,28213,20.195,12.811,582496,17.802
